HIA,OB,p-gp inhibitor,p-gp substrates,BBB,Respiratory toxicity,Hepatotoxicity,half-life,CL,Cardiotoxicity1,Cardiotoxicity10,Cardiotoxicity30,Cardiotoxicity5,CYP1A2,CYP2C19,CYP2C9,CYP2D6,CYP3A4,Acute oral toxicity (LD50),IGC50,ESOL,logD,Caco-2 permeability,PPB,group,smiles
1,,,,,,,,,,,,,,,,,,,,,,,,training,C1(C(=O)OC(CC)C2(C)C(C(C(=O)C(C)CC(C)(C(C(C1=O)C)OC1C(C(CC(C)O1)N(C)C)O)OC)C)N(C(=O)O2)CCCCn1cc(c2cccnc2)nc1)C
1,,,,,,,,,,,,,,,,,,,,,,,,training,CC(N)(Cc1cc(O)c(O)cc1)C(=O)O
1,,,,,,,,,,,,,,,,,,,,,,,,training,C(=O)(C(CCC)CCC)O 
1,,,,,,,,,,,,,,,,,,,,,,,,training,C(=C\Br)/C1C(=O)NC(=O)N(C1)C1C(C(C(CO)O1)O)O 
1,,,,,,,,,,,,,,,,,,,,,,,,training,CCCC(CCC)CCCC1COCCN1CCO
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1ccc2c(c1)C(=C1CCN(CC1)C)c1ccsc1C(=O)C2 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1c(C)nc2n(c1N(CC)CC)ncn2 
1,,,,,,,,,,,,,,,,,,,,,,,,training,CC[C@@]12CCCN3CCc4c([C@H]13)n(c1ccccc41)C(=C2)C(=O)O
1,,,,,,,,,,,,,,,,,,,,,,,,training,NC(=O)CCCN/C(=C/1\C=C(F)C=CC1=O)/c1ccc(Cl)cc1
1,,,,,,,,,,,,,,,,,,,,,,,,training,C(=O)(NCCCl)N(CCCl)N=O 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1ccc(c(c1)OC)OCC(COC(=O)N)O 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1c(c(cc2c1CCC(CNC(C)C)N2)[N+](=O)[O-])CO 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1cc(ccc1CCNC(=O)c1cc(ccc1OC)Cl)S(=O)(=O)NC(=O)NC1CCCCC1
1,,,,,,,,,,,,,,,,,,,,,,,,training,c12c(cc(cc1)Cl)nccc2NC(C)CCN(CC)CCO 
0,,,,,,,,,,,,,,,,,,,,,,,,training,OC[C@H]1O[C@](O)(CO)[C@@H](O)C1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)C1O 
1,,,,,,,,,,,,,,,,,,,,,,,,training,C(=C(C)C)CC/C(=C\1/C2CC(C3C4(C)CCC(C(C)C4CCC3(C)C2(C)CC1OC(=O)C)O)O)/C(=O)O 
1,,,,,,,,,,,,,,,,,,,,,,,,training,CCC(CO)NCCNC(CC)CO 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1c(CCC)[nH]c(=S)[nH]c1=O 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1ccc(cc1)C(=O)NCCc1ccc(cc1)OC(C(=O)O)(C)C 
0,,,,,,,,,,,,,,,,,,,,,,,,training,OC(=O)C1=C[C@H](N=C(N)N)[C@@H](NC(=O)C)[C@@H](O1)[C@H](O)[C@H](O)CO 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1ccc(c(c1)C(=O)O)OC(=O)c1ccccc1O 
0,,,,,,,,,,,,,,,,,,,,,,,,training,c1(c(c(c(c(c1I)NC(=O)C)I)NC(=O)C)I)C(=O)O
1,,,,,,,,,,,,,,,,,,,,,,,,training,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1
1,,,,,,,,,,,,,,,,,,,,,,,,training,C(=C\C1C(C(=O)CC1O)CCCCCCC(=O)OC)/CC(C)(CCCC)O 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1ccc(c(c1)c1ccc(cc1)CN(C(=O)CCCC)C(C(=O)O)C(C)C)c1[nH]nnn1 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c12c(cccc1)onc2CS(=O)(=O)N 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1ccc(cc1)n1c(=N)c(c(C)n1C)N(C)C 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1c2c(cc(c1Cl)S(=O)(=O)N)S(=O)(=O)N(C(CSCC(F)(F)F)N2)C 
1,,,,,,,,,,,,,,,,,,,,,,,,training,COc1ccc2c(cccc2c1C(F)(F)F)C(=S)N(C)CC(=O)O
1,,,,,,,,,,,,,,,,,,,,,,,,training,NC(=Nc1nc(CSCC/C(=N\S(=O)(=O)N)/N)cs1)N
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1(NC(=O)C)nnc(s1)S(=O)(=O)N
0,,,,,,,,,,,,,,,,,,,,,,,,training,OC(=O)CN(CCN(CC(=O)O)Cc1ccccc1O)Cc1ccccc1O 
1,,,,,,,,,,,,,,,,,,,,,,,,training,CC(=CC(=O)O)c1nc(ccc1)C(=CCN1CCCC1)c1ccc(C)cc1
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1ccc(cc1)C(c1c(c2ccccc2oc1=O)O)CC 
1,,,,,,,,,,,,,,,,,,,,,,,,training,OC(=O)c1cn(c2c(OC)c(N3C[C@H]4NCCC[C@H]4C3)c(F)cc2c1=O)C1CC1 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1ccc2c(c1)n(c(=O)[nH]2)C1CCN(CCC(c2ccc(cc2)F)c2ccc(cc2)F)CC1 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1ccc(cc1)C1=NC(C(=O)Nc2c1cc(cc2)Cl)O 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1ccc2c(c1)C(=C(C(=O)Nc1nccs1)N(C)S2(=O)=O)O
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1cc(ccc1N)S(=O)(=O)Nc1nc(cc(C)n1)C 
1,,,,,,,,,,,,,,,,,,,,,,,,training,C(=N)(N)NCC1COC2(CCCCC2)O1
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1cc(ccc1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-] 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1ccc(c(c1)C1=NCC(=O)Nc2c1cc(cc2)[N+](=O)[O-])Cl 
0,,,,,,,,,,,,,,,,,,,,,,,,training,C1C(C(C(C(C1N)OC1C(C(C(C(CO)O1)O)N)O)O)OC1C(CC(C(CN)O1)O)N)N
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1cn(c(n1)C)CC1C(=O)c2c(n(c3ccccc23)C)CC1
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1ccc2c(c1)CCc1ccccc1N2CCCNC 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1cc(cnc1)C(=O)O 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c12c([nH]nc1)nc[nH]c2=O 
0,,,,,,,,,,,,,,,,,,,,,,,,training,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c12c(ccc(c1)CS(=O)(=O)N1CCCC1)[nH]cc2CCN(C)C 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1ccc2c(c1)C(=O)NC2(c1ccc(c(c1)S(=O)(=O)N)Cl)O
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1(csc(n1)N)/C(=N/OC)/C(=O)NC1C(=O)N2C(=CCSC12)C(=O)O 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1cc(ccc1/C(=N/OCCN)/CCCCOC)C(F)(F)F
1,,,,,,,,,,,,,,,,,,,,,,,,training,COc1cc2c(ccnc2cc1)[C@H](O)[C@H]1C[C@@H]2CCN1C[C@@H]2C=C
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1cc(c2c3c1CC1C4C=CC(C(C34CCN1C)O2)O)OC
1,,,,,,,,,,,,,,,,,,,,,,,,training,CC1(OC(=CC1=O)C(=O)O)c1ccccc1
1,,,,,,,,,,,,,,,,,,,,,,,,training,C#CC1(CCC2C3CCC4=CCCCC4C3C(=C)CC12CC)O 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1c(c(cc(c1Cl)N)OC)C(=O)NC1CCN(CCCOc2ccc(cc2)F)CC1OC
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1cc(ccc1/C=C\1/c2ccc(cc2C(=C1C)CC(=O)O)F)S(=O)C
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1cc(cnc1)C1CCC(=O)N1C
0,,,,,,,,,,,,,,,,,,,,,,,,training,Nc1nc(S)c2nc[nH]c2n1
1,,,,,,,,,,,,,,,,,,,,,,,,training,C(#N)CC1(CCC2C3C(=C4C(=CC(=O)CC4)CC3)CCC12C)O
1,,,,,,,,,,,,,,,,,,,,,,,,training,OC(=O)[C@@H](N(C(=O)CCCC)Cc1ccc(cc1)c1ccccc1c1n[nH]nn1)C(C)C 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1ccc2c(c1)N(c1ccccc1S2)CC(C)CN(C)C 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1ccc(cc1)C(COC(=O)N)COC(=O)N 
1,,,,,,,,,,,,,,,,,,,,,,,,training,COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2cc(OC)c(OC)cc2)cc1OC
0,,,,,,,,,,,,,,,,,,,,,,,,training,c12c3cc(cc1c(=O)n(c(=O)c2cc(c3N)S(=O)(=O)O)NNC(=O)NN)S(=O)(=O)O
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1cc(ccc1C1CCNCC1COc1ccc2c(c1)OCO2)F 
1,,,,,,,,,,,,,,,,,,,,,,,,training,NC(=N)NC(=O)c1nc(Cl)c(N)nc1N 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c12c(ccc(c1)OC)n(cc2CC(=O)O)C(=O)c1ccccc1 
1,,,,,,,,,,,,,,,,,,,,,,,,training,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1c2c(ccc1SC)ncn(/C=C/C(=O)O)c2=O 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1ccc2c(c1)CCc1ccc(cc1N2CCCN(C)C)Cl 
1,,,,,,,,,,,,,,,,,,,,,,,,training,C(=N)(N)NC(=N)N(C)C
1,,,,,,,,,,,,,,,,,,,,,,,,training,c12c(cccc1)c(nnc2)NN 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1ccc(c(c1)OCC)OCC1COCCN1
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1ccc(cc1)CCC(C(=O)OCC)NC1C(=O)N2C(C(=O)O)CCCN2CCC1
1,,,,,,,,,,,,,,,,,,,,,,,,training,COc1c(OC)cc(CCN(C)CCC[C@@](C#N)(C(C)C)c2cc(OC)c(OC)cc2)cc1 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1c(ccnc1)c1cc(c(=O)[nH]c1)N 
0,,,,,,,,,,,,,,,,,,,,,,,,training,C(CC[N+]1(CCCC1)C)CC[N+]1(CCCC1)C
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1cc(cc(c1)[N+](=O)[O-])C1C(=C(C)NC(=C1C(=O)OCC)C)C(=O)OC 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1ccc(cc1)C(c1ccccc1)S(=O)CC(=O)N 
1,,,,,,,,,,,,,,,,,,,,,,,,training,NC(=NCC1OC2(OC1)CCCCC2)N 
0,,,,,,,,,,,,,,,,,,,,,,,,training,C1=C(CN)OC(CC1N)OC1C(CC(C(C1O)OC1C(C(C(C)(CO1)O)NC)O)NCC)N
1,,,,,,,,,,,,,,,,,,,,,,,,training,O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)C(C7=CC(=O)OC7)CC[C@]65O)C4)OC3C)OC2C)O[C@H](C)[C@H]1O
1,,,,,,,,,,,,,,,,,,,,,,,,training,C#CC1(CCC2C3C(C4=C(CC(=O)CC4)CC3C)CCC12C)O
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1cc(cnc1)C(=O)NCCO[N+](=O)[O-]
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1ccc2c(c1)C(=CCCNC)c1ccccc1CC2 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1c(cc(cc1O)O)C(CNC(C)C)O
1,,,,,,,,,,,,,,,,,,,,,,,,training,CC1(C)S[C@H]2[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O
1,,,,,,,,,,,,,,,,,,,,,,,,training,C#CC1(CCC2C3CCC4=CC(=O)CCC4C3C=CC12CC)O
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1(csc(n1)N=C(N)N)CSCC/C(=N/S(=O)(=O)N)/N 
1,,,,,,,,,,,,,,,,,,,,,,,,training,CC(C)NCC(O)COc1ccc(NC(=O)C)cc1
1,,,,,,,,,,,,,,,,,,,,,,,,training,O[C@H](COc1nsnc1N1CCOCC1)CNC(C)(C)C
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1c2c(cc(c1Cl)S(=O)(=O)N)S(=O)(=O)NC(CN1CCCC1)N2 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1ccc(cc1)C(C(=O)OC)C1CCCCN1
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1c2c(c(c(c1F)N1CC(C)NCC1)F)n(cc(c2=O)C(=O)O)CC
1,,,,,,,,,,,,,,,,,,,,,,,,training,OC[C@@H]1O[C@H](n2ccc(nc2=O)N)CS1
1,,,,,,,,,,,,,,,,,,,,,,,,training,C(#N)c1c2n(c(ccn2)c2cccc(c2)N(C(=O)C)CC)nc1 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1cc(c2c3c1CC1C4C=CC(C(C34CCCN1C)O2)OC(=O)C)OC(=O)C 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1ccc(cc1)C(CCNC)Oc1ccc(cc1)C(F)(F)F 
1,,,,,,,,,,,,,,,,,,,,,,,,training,OC(=O)[C@H]1N2N(CCC1)CCC[C@H](N[C@H](C(=O)OCC)CCc1ccccc1)C2=O 
0,,,,,,,,,,,,,,,,,,,,,,,,training,C(=O)(C)NCCCS(=O)(=O)O 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c12c3c(cccc3COC(CNCCOc3ccccc3OC)O)[nH]c1cccc2 
0,,,,,,,,,,,,,,,,,,,,,,,,training,c1cc(ccc1NC(=O)CCC(=O)O)S(=O)(=O)Nc1nccs1 
0,,,,,,,,,,,,,,,,,,,,,,,,training,c1ccc(cc1)C(C(=O)OC1CC[N+](C1)(C)C)(C1CCCC1)O
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1cc(ccc1CCNC(=O)c1cnc(cn1)C)S(=O)(=O)NC(=O)NC1CCCCC1 
1,,,,,,,,,,,,,,,,,,,,,,,,training,C(=C\CN1CCN(CC1)C(c1ccc(F)cc1)c1ccc(F)cc1)/c1ccccc1 
1,,,,,,,,,,,,,,,,,,,,,,,,training,OCC(C(=O)OC1C[C@@H]2N(C)[C@@H](C1)[C@@H]1O[C@H]21)c1ccccc1
0,,,,,,,,,,,,,,,,,,,,,,,,training,OC[C@H]1O[C@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](N)CC2N)[C@H](O)[C@@H](N)C1O
1,,,,,,,,,,,,,,,,,,,,,,,,training,C1=CC2C3CCC(C(=O)C)(C3(C)CCC2C2(C1=CC(=O)CC2)C)OC(=O)CCCCC 
0,,,,,,,,,,,,,,,,,,,,,,,,training,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1c(cc(CCC)nc1)C(=S)N 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1cc(c(c(c1)Cl)CC(=O)N=C(N)N)Cl
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1ccc(cc1)C1=NCc2n(c3c1cc(cc3)Cl)c(C)nn2 
1,,,,,,,,,,,,,,,,,,,,,,,,training,OCc1c(Cl)nc(n1Cc1ccc(cc1)c1ccccc1c1n[nH]nn1)CCCC 
1,,,,,,,,,,,,,,,,,,,,,,,,training,Cn1nnc2c(ncn2c1=O)C(=O)N
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1(cn(c(=O)nc1NC(=O)OCCCCC)C1C(C(C(C)O1)O)O)F
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1ccc2c(c1)N=C(c1cc(ccc1O2)Cl)N1CCNCC1 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c12c(cccc1)c(ccc2)C(C(C)NC(C)C)O 
1,,,,,,,,,,,,,,,,,,,,,,,,training,C1=C2CCC3C4CCC(C(=O)C)C4(C)CCC3C2(C)CCC1=O 
0,,,,,,,,,,,,,,,,,,,,,,,,training,COC1CC(CCC1O)C=C(C)C1OC(=O)C2CCCCN2C(=O)C(=O)C2(O)OC(C(CC2C)OC)C(CC(C)CC(=CC(CC=C)C(=O)CC(O)C1C)C)OC
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1ccc(c(c1)C1C(=C(C)NC(=C1C(=O)OCC(C)C)C)C(=O)OC)[N+](=O)[O-]
1,,,,,,,,,,,,,,,,,,,,,,,,training,CCn1cc(C(=O)O)c(=O)c2cc(F)c(cc12)N1CCNCC1
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1ccc(cc1)CCC(C)NCC(c1ccc(c(c1)C(=O)N)O)O 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c12c(ccc(c1)Cn1cncn1)[nH]cc2CCN(C)C 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1c2c(cc(c1OC)OC)C1CC(=O)C(CC(C)C)CN1CC2 
1,,,,,,,,,,,,,,,,,,,,,,,,training,COc1cc(ccc1)[C@@]1(O)CCCC[C@@H]1CN(C)C 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1ccnc(c1)CCNC 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c12c(cc(cc1)OC(F)(F)F)sc(n2)N 
0,,,,,,,,,,,,,,,,,,,,,,,,training,C[C@H](N[C@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@@H]1C(=O)O 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1ccc(cc1)C(c1ccccc1)(C(=O)N1CCCC1)C(C)CN1CCOCC1 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1c2c(c(c(c1F)N1CC(C)NCC1)OC)n(cc(c2=O)C(=O)O)C1CC1 
1,,,,,,,,,,,,,,,,,,,,,,,,training,CC(=O)CC(c1ccccc1)c1c(O)c2c(oc1=O)cccc2
1,,,,,,,,,,,,,,,,,,,,,,,,training,c12c(c(ccc1)C1C(=C(C)NC(=C1C(=O)OC(C)C)C)C(=O)OC)non2 
0,,,,,,,,,,,,,,,,,,,,,,,,training,c1cc(cc(c1)O)[N+](CC)(C)C 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c12c(CC(CC1)NCCC)sc(n2)N 
1,,,,,,,,,,,,,,,,,,,,,,,,training,NC(CCC(=O)O)C=C
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1ccc(c(c1)CC(=O)O)Oc1ccc(cc1Cl)Cl 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1ccc(cc1)CCC(C(=O)OCC)NC(C(=O)N1C(C(=O)O)CC2CCCC12)C
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1ccc2c(c1)CCN1C(=O)CN(C(=O)C3CCCCC3)CC21
1,,,,,,,,,,,,,,,,,,,,,,,,training,C#CC1(CCC2C3CCC4=CC(CCC4C3CCC12C)OC(=O)C)OC(=O)C
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1ccc2c(c1)N(c1cc(ccc1S2)Cl)CCCN(C)C 
1,,,,,,,,,,,,,,,,,,,,,,,,training,OC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1cc(ccc1COCCOC(C)C)OCC(CNC(C)C)O
1,,,,,,,,,,,,,,,,,,,,,,,,training,[C@@H]12CC[C@H](C(=O)C)[C@@]1(C)CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C
0,,,,,,,,,,,,,,,,,,,,,,,,training,NC(=S)N/N=C/c1ccc(NC(=O)C)cc1
0,,,,,,,,,,,,,,,,,,,,,,,,training,OC(=O)C(O/N=C(\C(=O)N[C@@H]1C(=O)N([C@H]1C)S(=O)(=O)O)/c1csc(n1)N)(C)C
1,,,,,,,,,,,,,,,,,,,,,,,,training,CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c1ccccc1)C2=O)C(=O)O 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1ccc2c(c1)C(=O)NS2(=O)=O 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c12c(cccc1)n(c1c2C(=O)C(CC1)Cn1ccnc1)C 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1ccc(cc1)C(C(=O)OC1CC2C3C(C(C1)N2C)O3)CO 
0,,,,,,,,,,,,,,,,,,,,,,,,training,CN(C)C(=O)Oc1ccc[n+](C)c1 
1,,,,,,,,,,,,,,,,,,,,,,,,training,OC(=O)C1=C(CSc2n[nH]nc2)CS[C@H]2N1C(=O)[C@H]2NC(=O)C(N)c1ccc(O)cc1
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1cc(c2c3c1CC1C4C=CC(C(C34CCN1C)O2)O)O 
1,,,,,,,,,,,,,,,,,,,,,,,,training,C(=C\C(=C\CO)\C)/C=C(/C=C/C1=C(C)CCCC1(C)C)\C 
1,,,,,,,,,,,,,,,,,,,,,,,,training,NCCOCC1=C(C(=O)OCC)C(c2ccccc2Cl)C(=C(N1)C)C(=O)OC 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1cc(ccc1NC(=O)C)O 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1ccc(cc1)CCCN1CCN(C(c2ccc(cc2)F)c2ccc(cc2)F)CC1 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1ccc(cc1)CN(c1ccccc1)C(CN1CCCC1)COCC(C)C 
1,,,,,,,,,,,,,,,,,,,,,,,,training,C1(=NC(=NC(=O)C1(CC)CCC(C)C)O)O
1,,,,,,,,,,,,,,,,,,,,,,,,training,CCN(CC)Cc1cc(Nc2c3ccc(Cl)cc3ncc2)ccc1O 
1,,,,,,,,,,,,,,,,,,,,,,,,training,On1c(=N)nc(cc1N)N1CCCCC1
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1ccc(cc1)C(C(=O)OC1CC2CCC(C1)N2C)CO
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1c(cc(cc1O)O)C(CNCCCn1c2c(nc1)n(c(=O)n(c2=O)C)C)O 
1,,,,,,,,,,,,,,,,,,,,,,,,training,C1(C2C(C(CO2)O[N+](=O)[O-])OC1)O 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c12c(c(ccc1[N+](=O)[O-])O)nccc2 
1,,,,,,,,,,,,,,,,,,,,,,,,training,C1(=NC(=O)N(CC1)C1CSC(CO)O1)N
0,,,,,,,,,,,,,,,,,,,,,,,,training,c1(csc(n1)N)/C(=N/OC(C(=O)O)(C)C)/C(=O)NC1C(=O)N(C1C)S(=O)(=O)O 
1,,,,,,,,,,,,,,,,,,,,,,,,training,NC(=O)OCC1=C(N2C(=O)[C@@H](NC(=O)/C(=N\OC)/c3ccco3)[C@H]2SC1)C(=O)OC(OC(=O)C)C 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1ccc2c(c1)C(=CCCN(C)C)c1ccccc1CC2 
0,,,,,,,,,,,,,,,,,,,,,,,,training,C(=O)(C)OC1C2(C)CCC3C(CCC4CC(C(CC34C)[N+]3(CCCCC3)C)OC(=O)C)C2CC1[N+]1(CCCCC1)C 
0,,,,,,,,,,,,,,,,,,,,,,,,training,c1(c(c(c(c(c1I)N(C(=O)C)CC(CO)O)I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O
0,,,,,,,,,,,,,,,,,,,,,,,,training,c1ccc(cc1)CCC(C(=O)O)NC1C(=O)N2C(C(=O)O)CCCN2CCC1 
1,,,,,,,,,,,,,,,,,,,,,,,,training,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1
1,,,,,,,,,,,,,,,,,,,,,,,,training,Oc1c2O[C@H]3C(=O)CC[C@@]4(O)[C@H]5Cc(cc1)c2[C@@]34CCN5CC=C 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1cc(cc(c1)OCC(CNC(C)C)O)NS(=O)(=O)C
0,,,,,,,,,,,,,,,,,,,,,,,,training,c1c(cc[n+](c1)COC[n+]1ccc(cc1)/C=N/O)/C=N/O 
1,,,,,,,,,,,,,,,,,,,,,,,,training,[C@@H]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@H]2CCC2=CC(=O)C=C[C@]12C
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1ccc2c(c1)C=Cc1ccccc1C2=C1CCN(CC1)C 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1cc(c(cc1C(NC(C)C)O)O)O
0,,,,,,,,,,,,,,,,,,,,,,,,training,c1ccc(cc1)C(=C1CC[N+](CC1)(C)C)c1ccccc1 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1(c(nc(C)nc1Cl)OC)NC1=NCCN1
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1ccc(cc1)C1=NCC(=O)Nc2c1cc(cc2)Cl 
1,,,,,,,,,,,,,,,,,,,,,,,,training,CC1(C)OC2C(COC3(C2OC(C)(C)O3)COS(=O)(=O)N)O1 
0,,,,,,,,,,,,,,,,,,,,,,,,training,CNC(=O)c1c(I)c(NC(=O)C)c(I)c(C(=O)O)c1I
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1c(cc(c(c1OC)OC)OC)Cc1cnc(nc1N)N 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1c(C(=O)O)ncc(C)[n+]1[O-]
1,,,,,,,,,,,,,,,,,,,,,,,,training,C#CC1(CCC2C3CCC4=CCCCC4C3CCC12C)O
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1ccc(c(c1)c1ccc(cc1)Cn1c(c(nc1CCCC)Cl)CO)c1[nH]nnn1 
0,,,,,,,,,,,,,,,,,,,,,,,,training,c1ccc(cc1)C(C(=O)NC1C(=O)N2C(C(=O)O)C(C)(C)SC12)NC(=O)N1C(=O)NCC1 
0,,,,,,,,,,,,,,,,,,,,,,,,training,OC[C@H]1O[C@](O[C@H]2O[C@H](CO[C@H]3O[C@H](CO)[C@H](O)[C@H](O)C3O)[C@@H](O)[C@H](O)C2O)(CO)[C@@H](O)C1O 
1,,,,,,,,,,,,,,,,,,,,,,,,training,C(#CCOC(=O)C(c1ccccc1)(C1CCCCC1)O)CN(CC)CC 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c12c(cccc1)nc([nH]2)S(=O)Cc1c(c(ccn1)OCCCOC)C 
1,,,,,,,,,,,,,,,,,,,,,,,,training,CC(C)NC[C@@H](O)COc1ccc(CC(=O)N)cc1 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1cc(c(c2c1N=C1NC(=O)CN1C2)Cl)Cl 
1,,,,,,,,,,,,,,,,,,,,,,,,training,c1ccc(cc1)C1CN2C(=N1)SCC2
